Date,PredictLabel,PredictLabelMean,PredictLabel1,PredictLabel5,PredictLabel10,PredictLabel15,PredictLabel20,PredictLabel30
2018/03/14,['nan' '0.37' '0.25' '0.21' '0.19' '0.23' '0.23'],0.24666666666666667,0.23,0.23,0.19,0.21,0.25,0.37
2018/03/15,['nan' '0.39' '0.23' '0.21' '0.18' '0.21' '0.23'],0.24166666666666667,0.23,0.21,0.18,0.21,0.23,0.39
2018/03/16,['nan' '0.38' '0.26' '0.21' '0.18' '0.21' '0.24'],0.24666666666666667,0.24,0.21,0.18,0.21,0.26,0.38
2018/03/19,['nan' '0.37' '0.26' '0.21' '0.19' '0.23' '0.24'],0.25,0.24,0.23,0.19,0.21,0.26,0.37
2018/03/20,['nan' '0.38' '0.27' '0.21' '0.19' '0.2' '0.24'],0.24833333333333332,0.24,0.2,0.19,0.21,0.27,0.38
2018/03/21,['nan' '0.33' '0.28' '0.21' '0.19' '0.21' '0.24'],0.24333333333333332,0.24,0.21,0.19,0.21,0.28,0.33
2018/03/22,['nan' '0.32' '0.29' '0.21' '0.19' '0.21' '0.25'],0.245,0.25,0.21,0.19,0.21,0.29,0.32
2018/03/23,['nan' '0.31' '0.29' '0.23' '0.19' '0.21' '0.25'],0.24666666666666667,0.25,0.21,0.19,0.23,0.29,0.31
2018/03/26,['nan' '0.31' '0.3' '0.23' '0.19' '0.22' '0.21'],0.24333333333333332,0.21,0.22,0.19,0.23,0.3,0.31
2018/03/27,['nan' '0.31' '0.31' '0.23' '0.19' '0.23' '0.22'],0.24833333333333332,0.22,0.23,0.19,0.23,0.31,0.31
2018/03/28,['nan' '0.32' '0.32' '0.23' '0.19' '0.23' '0.21'],0.25,0.21,0.23,0.19,0.23,0.32,0.32
2018/03/29,['nan' '0.32' '0.31' '0.27' '0.21' '0.23' '0.25'],0.265,0.25,0.23,0.21,0.27,0.31,0.32
2018/03/30,['nan' '0.35' '0.32' '0.28' '0.22' '0.23' '0.22'],0.26999999999999996,0.22,0.23,0.22,0.28,0.32,0.35
2018/03/31,['nan' '0.34' '0.32' '0.29' '0.24' '0.23' '0.25'],0.2783333333333333,0.25,0.23,0.24,0.29,0.32,0.34
2018/04/02,['nan' '0.04' '0.01' '0.04' '0.01' '0.04' '0.05'],0.03166666666666667,0.05,0.04,0.01,0.04,0.01,0.04
2018/04/03,['nan' '0.03' '0.01' '0.06' '0.03' '0.04' '0.07'],0.04,0.07,0.04,0.03,0.06,0.01,0.03
2018/04/09,['nan' '0.02' '0.04' '0.06' '0.05' '0.04' '0.09'],0.049999999999999996,0.09,0.04,0.05,0.06,0.04,0.02
2018/04/10,['nan' '0.03' '0.04' '0.07' '0.07' '0.04' '0.09'],0.056666666666666664,0.09,0.04,0.07,0.07,0.04,0.03
2018/04/11,['nan' '0.04' '0.08' '0.08' '0.15' '0.06' '0.11'],0.08666666666666667,0.11,0.06,0.15,0.08,0.08,0.04
2018/04/12,['nan' '0.04' '0.11' '0.09' '0.16' '0.06' '0.1'],0.09333333333333334,0.1,0.06,0.16,0.09,0.11,0.04
2018/04/13,['nan' '0.04' '0.16' '0.09' '0.16' '0.07' '0.1'],0.10333333333333333,0.1,0.07,0.16,0.09,0.16,0.04
2018/04/16,['nan' '0.03' '0.18' '0.09' '0.17' '0.07' '0.1'],0.10666666666666667,0.1,0.07,0.17,0.09,0.18,0.03
2018/04/17,['nan' '0.04' '0.17' '0.1' '0.18' '0.07' '0.14'],0.11666666666666668,0.14,0.07,0.18,0.1,0.17,0.04
2018/04/18,['nan' '0.03' '0.2' '0.1' '0.18' '0.06' '0.14'],0.11833333333333335,0.14,0.06,0.18,0.1,0.2,0.03
2018/04/19,['nan' '0.03' '0.18' '0.11' '0.18' '0.08' '0.13'],0.11833333333333333,0.13,0.08,0.18,0.11,0.18,0.03
2018/04/20,['nan' '0.05' '0.18' '0.12' '0.18' '0.08' '0.16'],0.12833333333333333,0.16,0.08,0.18,0.12,0.18,0.05
2018/04/23,['nan' '0.05' '0.2' '0.12' '0.19' '0.07' '0.17'],0.13333333333333336,0.17,0.07,0.19,0.12,0.2,0.05
2018/04/24,['nan' '0.05' '0.18' '0.16' '0.18' '0.09' '0.18'],0.14,0.18,0.09,0.18,0.16,0.18,0.05
2018/04/25,['nan' '0.06' '0.19' '0.21' '0.19' '0.09' '0.18'],0.15333333333333332,0.18,0.09,0.19,0.21,0.19,0.06
2018/04/26,['nan' '0.06' '0.2' '0.2' '0.2' '0.09' '0.18'],0.155,0.18,0.09,0.2,0.2,0.2,0.06
2018/04/27,['nan' '0.06' '0.18' '0.2' '0.21' '0.09' '0.18'],0.15333333333333332,0.18,0.09,0.21,0.2,0.18,0.06
2018/04/30,['nan' '0.05' '0.14' '0.2' '0.23' '0.11' '0.18'],0.15166666666666664,0.18,0.11,0.23,0.2,0.14,0.05
2018/05/02,['nan' '0.07' '0.14' '0.2' '0.23' '0.11' '0.18'],0.155,0.18,0.11,0.23,0.2,0.14,0.07
2018/05/03,['nan' '0.06' '0.15' '0.21' '0.24' '0.13' '0.18'],0.16166666666666665,0.18,0.13,0.24,0.21,0.15,0.06
2018/05/04,['nan' '0.07' '0.14' '0.22' '0.28' '0.13' '0.18'],0.17,0.18,0.13,0.28,0.22,0.14,0.07
2018/05/07,['nan' '0.07' '0.14' '0.2' '0.31' '0.14' '0.19'],0.17500000000000002,0.19,0.14,0.31,0.2,0.14,0.07
2018/05/08,['nan' '0.1' '0.14' '0.2' '0.33' '0.15' '0.19'],0.18500000000000003,0.19,0.15,0.33,0.2,0.14,0.1
2018/05/09,['nan' '0.07' '0.17' '0.2' '0.34' '0.21' '0.19'],0.19666666666666666,0.19,0.21,0.34,0.2,0.17,0.07
2018/05/10,['nan' '0.1' '0.16' '0.18' '0.32' '0.21' '0.17'],0.18999999999999997,0.17,0.21,0.32,0.18,0.16,0.1
2018/05/11,['nan' '0.1' '0.16' '0.2' '0.3' '0.21' '0.17'],0.18999999999999997,0.17,0.21,0.3,0.2,0.16,0.1
2018/05/14,['nan' '0.1' '0.16' '0.2' '0.3' '0.19' '0.14'],0.18166666666666664,0.14,0.19,0.3,0.2,0.16,0.1
2018/05/15,['nan' '0.11' '0.13' '0.2' '0.31' '0.21' '0.14'],0.18333333333333335,0.14,0.21,0.31,0.2,0.13,0.11
2018/05/16,['nan' '0.12' '0.12' '0.18' '0.32' '0.2' '0.15'],0.18166666666666664,0.15,0.2,0.32,0.18,0.12,0.12
2018/05/17,['nan' '0.12' '0.13' '0.18' '0.31' '0.21' '0.15'],0.18333333333333332,0.15,0.21,0.31,0.18,0.13,0.12
2018/05/18,['nan' '0.11' '0.15' '0.17' '0.31' '0.22' '0.15'],0.18499999999999997,0.15,0.22,0.31,0.17,0.15,0.11
2018/05/21,['nan' '0.11' '0.15' '0.18' '0.31' '0.22' '0.15'],0.18666666666666665,0.15,0.22,0.31,0.18,0.15,0.11
2018/05/22,['nan' '0.11' '0.17' '0.17' '0.31' '0.2' '0.15'],0.18499999999999997,0.15,0.2,0.31,0.17,0.17,0.11
2018/05/23,['nan' '0.13' '0.13' '0.19' '0.31' '0.2' '0.15'],0.18499999999999997,0.15,0.2,0.31,0.19,0.13,0.13
2018/05/24,['nan' '0.12' '0.13' '0.18' '0.31' '0.21' '0.15'],0.18333333333333332,0.15,0.21,0.31,0.18,0.13,0.12
2018/05/25,['nan' '0.11' '0.13' '0.18' '0.32' '0.2' '0.15'],0.18166666666666664,0.15,0.2,0.32,0.18,0.13,0.11
2018/05/28,['nan' '0.2' '0.11' '0.2' '0.32' '0.19' '0.18'],0.19999999999999998,0.18,0.19,0.32,0.2,0.11,0.2
2018/05/29,['nan' '0.19' '0.12' '0.19' '0.32' '0.2' '0.18'],0.19999999999999998,0.18,0.2,0.32,0.19,0.12,0.19
2018/05/30,['nan' '0.2' '0.14' '0.2' '0.32' '0.2' '0.18'],0.20666666666666667,0.18,0.2,0.32,0.2,0.14,0.2
2018/05/31,['nan' '0.19' '0.19' '0.2' '0.32' '0.21' '0.18'],0.215,0.18,0.21,0.32,0.2,0.19,0.19
2018/06/01,['nan' '0.97' '0.99' '0.96' '0.94' '0.93' '1.0'],0.965,1.0,0.93,0.94,0.96,0.99,0.97
2018/06/04,['nan' '0.95' '0.95' '0.93' '0.9' '0.83' '1.0'],0.9266666666666666,1.0,0.83,0.9,0.93,0.95,0.95
2018/06/05,['nan' '0.97' '0.96' '0.95' '0.92' '0.85' '1.0'],0.9416666666666665,1.0,0.85,0.92,0.95,0.96,0.97
2018/06/06,['nan' '0.96' '0.95' '0.95' '0.88' '0.82' '1.0'],0.9266666666666666,1.0,0.82,0.88,0.95,0.95,0.96
2018/06/07,['nan' '0.94' '0.93' '0.96' '0.86' '0.78' '1.0'],0.9116666666666666,1.0,0.78,0.86,0.96,0.93,0.94
2018/06/08,['nan' '0.95' '0.93' '0.96' '0.84' '0.77' '0.99'],0.9066666666666666,0.99,0.77,0.84,0.96,0.93,0.95
2018/06/11,['nan' '0.94' '0.93' '0.96' '0.84' '0.75' '1.0'],0.9033333333333333,1.0,0.75,0.84,0.96,0.93,0.94
2018/06/12,['nan' '0.92' '0.91' '0.94' '0.83' '0.74' '1.0'],0.89,1.0,0.74,0.83,0.94,0.91,0.92
2018/06/13,['nan' '0.9' '0.93' '0.93' '0.84' '0.72' '1.0'],0.8866666666666667,1.0,0.72,0.84,0.93,0.93,0.9
2018/06/14,['nan' '0.91' '0.93' '0.93' '0.82' '0.71' '1.0'],0.8833333333333333,1.0,0.71,0.82,0.93,0.93,0.91
2018/06/15,['nan' '0.9' '0.9' '0.93' '0.83' '0.72' '1.0'],0.88,1.0,0.72,0.83,0.93,0.9,0.9
2018/06/19,['nan' '0.9' '0.91' '0.92' '0.82' '0.71' '0.99'],0.875,0.99,0.71,0.82,0.92,0.91,0.9
2018/06/20,['nan' '0.86' '0.91' '0.91' '0.8' '0.7' '0.98'],0.86,0.98,0.7,0.8,0.91,0.91,0.86
2018/06/21,['nan' '0.86' '0.91' '0.89' '0.8' '0.7' '0.99'],0.8583333333333334,0.99,0.7,0.8,0.89,0.91,0.86
2018/06/22,['nan' '0.87' '0.88' '0.88' '0.76' '0.7' '0.97'],0.8433333333333333,0.97,0.7,0.76,0.88,0.88,0.87
2018/06/25,['nan' '0.88' '0.89' '0.91' '0.77' '0.7' '0.95'],0.8500000000000001,0.95,0.7,0.77,0.91,0.89,0.88
2018/06/26,['nan' '0.89' '0.88' '0.92' '0.79' '0.71' '0.94'],0.8549999999999999,0.94,0.71,0.79,0.92,0.88,0.89
2018/06/27,['nan' '0.86' '0.88' '0.92' '0.78' '0.68' '0.94'],0.8433333333333334,0.94,0.68,0.78,0.92,0.88,0.86
2018/06/28,['nan' '0.84' '0.85' '0.91' '0.79' '0.69' '0.91'],0.8316666666666667,0.91,0.69,0.79,0.91,0.85,0.84
2018/06/29,['nan' '0.85' '0.8' '0.93' '0.78' '0.66' '0.91'],0.8216666666666668,0.91,0.66,0.78,0.93,0.8,0.85
2018/07/02,['nan' '0.84' '0.82' '0.93' '0.75' '0.64' '0.93'],0.8183333333333334,0.93,0.64,0.75,0.93,0.82,0.84
2018/07/03,['nan' '0.82' '0.83' '0.91' '0.75' '0.67' '0.91'],0.815,0.91,0.67,0.75,0.91,0.83,0.82
2018/07/04,['nan' '0.81' '0.85' '0.89' '0.75' '0.69' '0.91'],0.8166666666666668,0.91,0.69,0.75,0.89,0.85,0.81
2018/07/05,['nan' '0.81' '0.85' '0.87' '0.75' '0.64' '0.92'],0.8066666666666668,0.92,0.64,0.75,0.87,0.85,0.81
2018/07/06,['nan' '0.82' '0.84' '0.85' '0.73' '0.66' '0.87'],0.7949999999999999,0.87,0.66,0.73,0.85,0.84,0.82
2018/07/09,['nan' '0.82' '0.81' '0.85' '0.72' '0.66' '0.84'],0.7833333333333333,0.84,0.66,0.72,0.85,0.81,0.82
2018/07/10,['nan' '0.84' '0.82' '0.82' '0.74' '0.66' '0.83'],0.785,0.83,0.66,0.74,0.82,0.82,0.84
2018/07/11,['nan' '0.8' '0.84' '0.81' '0.72' '0.69' '0.83'],0.7816666666666666,0.83,0.69,0.72,0.81,0.84,0.8
2018/07/12,['nan' '0.82' '0.85' '0.79' '0.72' '0.66' '0.82'],0.7766666666666667,0.82,0.66,0.72,0.79,0.85,0.82
2018/07/13,['nan' '0.8' '0.84' '0.78' '0.71' '0.65' '0.82'],0.7666666666666666,0.82,0.65,0.71,0.78,0.84,0.8
2018/07/16,['nan' '0.82' '0.84' '0.76' '0.7' '0.66' '0.82'],0.7666666666666667,0.82,0.66,0.7,0.76,0.84,0.82
2018/07/17,['nan' '0.82' '0.83' '0.76' '0.69' '0.67' '0.8'],0.7616666666666667,0.8,0.67,0.69,0.76,0.83,0.82
2018/07/18,['nan' '0.8' '0.84' '0.76' '0.7' '0.64' '0.79'],0.7550000000000002,0.79,0.64,0.7,0.76,0.84,0.8
2018/07/19,['nan' '0.82' '0.83' '0.75' '0.72' '0.69' '0.79'],0.7666666666666666,0.79,0.69,0.72,0.75,0.83,0.82
2018/07/20,['nan' '0.82' '0.84' '0.76' '0.72' '0.68' '0.75'],0.7616666666666667,0.75,0.68,0.72,0.76,0.84,0.82
2018/07/23,['nan' '0.83' '0.82' '0.75' '0.69' '0.68' '0.72'],0.7483333333333334,0.72,0.68,0.69,0.75,0.82,0.83
2018/07/24,['nan' '0.83' '0.8' '0.76' '0.65' '0.67' '0.71'],0.7366666666666667,0.71,0.67,0.65,0.76,0.8,0.83
2018/07/25,['nan' '0.83' '0.77' '0.76' '0.61' '0.65' '0.71'],0.7216666666666667,0.71,0.65,0.61,0.76,0.77,0.83
2018/07/26,['nan' '0.77' '0.78' '0.75' '0.59' '0.67' '0.71'],0.7116666666666666,0.71,0.67,0.59,0.75,0.78,0.77
2018/07/27,['nan' '0.75' '0.82' '0.77' '0.59' '0.65' '0.71'],0.7149999999999999,0.71,0.65,0.59,0.77,0.82,0.75
2018/07/30,['nan' '0.76' '0.81' '0.76' '0.6' '0.65' '0.71'],0.715,0.71,0.65,0.6,0.76,0.81,0.76
2018/07/31,['nan' '0.8' '0.78' '0.76' '0.63' '0.66' '0.71'],0.7233333333333333,0.71,0.66,0.63,0.76,0.78,0.8
2018/08/01,['nan' '0.78' '0.76' '0.75' '0.63' '0.67' '0.73'],0.7200000000000001,0.73,0.67,0.63,0.75,0.76,0.78
2018/08/02,['nan' '0.79' '0.77' '0.76' '0.61' '0.62' '0.73'],0.7133333333333334,0.73,0.62,0.61,0.76,0.77,0.79
2018/08/03,['nan' '0.8' '0.77' '0.79' '0.66' '0.59' '0.73'],0.7233333333333333,0.73,0.59,0.66,0.79,0.77,0.8
2018/08/06,['nan' '0.81' '0.8' '0.8' '0.65' '0.58' '0.73'],0.7283333333333334,0.73,0.58,0.65,0.8,0.8,0.81
2018/08/07,['nan' '0.82' '0.83' '0.79' '0.66' '0.61' '0.7'],0.735,0.7,0.61,0.66,0.79,0.83,0.82
2018/08/08,['nan' '0.82' '0.82' '0.8' '0.64' '0.62' '0.7'],0.7333333333333334,0.7,0.62,0.64,0.8,0.82,0.82
2018/08/09,['nan' '0.81' '0.81' '0.8' '0.63' '0.65' '0.7'],0.7333333333333333,0.7,0.65,0.63,0.8,0.81,0.81
2018/08/10,['nan' '0.83' '0.81' '0.8' '0.62' '0.67' '0.69'],0.7366666666666667,0.69,0.67,0.62,0.8,0.81,0.83
2018/08/13,['nan' '0.83' '0.81' '0.78' '0.62' '0.69' '0.64'],0.7283333333333334,0.64,0.69,0.62,0.78,0.81,0.83
2018/08/14,['nan' '0.8' '0.8' '0.81' '0.62' '0.66' '0.61'],0.7166666666666668,0.61,0.66,0.62,0.81,0.8,0.8
2018/08/15,['nan' '0.8' '0.8' '0.81' '0.67' '0.66' '0.59'],0.7216666666666667,0.59,0.66,0.67,0.81,0.8,0.8
2018/08/16,['nan' '0.78' '0.79' '0.82' '0.66' '0.64' '0.62'],0.7183333333333334,0.62,0.64,0.66,0.82,0.79,0.78
2018/08/17,['nan' '0.78' '0.77' '0.82' '0.67' '0.67' '0.62'],0.7216666666666667,0.62,0.67,0.67,0.82,0.77,0.78
2018/08/20,['nan' '0.76' '0.76' '0.82' '0.65' '0.67' '0.7'],0.7266666666666666,0.7,0.67,0.65,0.82,0.76,0.76
2018/08/21,['nan' '0.75' '0.78' '0.82' '0.66' '0.64' '0.65'],0.7166666666666668,0.65,0.64,0.66,0.82,0.78,0.75
2018/08/22,['nan' '0.75' '0.76' '0.82' '0.66' '0.66' '0.63'],0.7133333333333334,0.63,0.66,0.66,0.82,0.76,0.75
2018/08/23,['nan' '0.75' '0.76' '0.82' '0.67' '0.67' '0.58'],0.7083333333333334,0.58,0.67,0.67,0.82,0.76,0.75
2018/08/24,['nan' '0.74' '0.76' '0.82' '0.69' '0.65' '0.55'],0.7016666666666667,0.55,0.65,0.69,0.82,0.76,0.74
2018/08/27,['nan' '0.74' '0.73' '0.82' '0.69' '0.64' '0.54'],0.6933333333333334,0.54,0.64,0.69,0.82,0.73,0.74
2018/08/28,['nan' '0.74' '0.73' '0.82' '0.69' '0.66' '0.57'],0.7016666666666667,0.57,0.66,0.69,0.82,0.73,0.74
2018/08/29,['nan' '0.75' '0.72' '0.82' '0.69' '0.65' '0.61'],0.7066666666666667,0.61,0.65,0.69,0.82,0.72,0.75
2018/08/30,['nan' '0.75' '0.71' '0.82' '0.67' '0.67' '0.6'],0.7033333333333333,0.6,0.67,0.67,0.82,0.71,0.75
2018/08/31,['nan' '0.74' '0.7' '0.8' '0.66' '0.67' '0.63'],0.7000000000000001,0.63,0.67,0.66,0.8,0.7,0.74
2018/09/03,['nan' '0.04' '0.04' '0.08' '0.05' '0.05' '0.03'],0.04833333333333334,0.03,0.05,0.05,0.08,0.04,0.04
2018/09/04,['nan' '0.03' '0.06' '0.11' '0.07' '0.05' '0.08'],0.06666666666666667,0.08,0.05,0.07,0.11,0.06,0.03
2018/09/05,['nan' '0.08' '0.05' '0.11' '0.06' '0.05' '0.1'],0.075,0.1,0.05,0.06,0.11,0.05,0.08
2018/09/06,['nan' '0.08' '0.07' '0.12' '0.13' '0.07' '0.1'],0.09500000000000001,0.1,0.07,0.13,0.12,0.07,0.08
2018/09/07,['nan' '0.08' '0.07' '0.12' '0.18' '0.08' '0.08'],0.10166666666666667,0.08,0.08,0.18,0.12,0.07,0.08
2018/09/10,['nan' '0.09' '0.06' '0.12' '0.2' '0.1' '0.09'],0.11,0.09,0.1,0.2,0.12,0.06,0.09
2018/09/11,['nan' '0.09' '0.09' '0.17' '0.19' '0.11' '0.09'],0.12333333333333334,0.09,0.11,0.19,0.17,0.09,0.09
2018/09/12,['nan' '0.09' '0.09' '0.17' '0.19' '0.1' '0.09'],0.12166666666666666,0.09,0.1,0.19,0.17,0.09,0.09
2018/09/13,['nan' '0.09' '0.12' '0.18' '0.21' '0.14' '0.1'],0.13999999999999999,0.1,0.14,0.21,0.18,0.12,0.09
2018/09/14,['nan' '0.09' '0.14' '0.14' '0.21' '0.17' '0.11'],0.14333333333333334,0.11,0.17,0.21,0.14,0.14,0.09
2018/09/17,['nan' '0.09' '0.16' '0.14' '0.22' '0.17' '0.16'],0.15666666666666668,0.16,0.17,0.22,0.14,0.16,0.09
2018/09/18,['nan' '0.11' '0.15' '0.16' '0.21' '0.17' '0.18'],0.16333333333333333,0.18,0.17,0.21,0.16,0.15,0.11
2018/09/19,['nan' '0.13' '0.15' '0.14' '0.24' '0.15' '0.2'],0.16833333333333333,0.2,0.15,0.24,0.14,0.15,0.13
2018/09/20,['nan' '0.14' '0.17' '0.14' '0.24' '0.16' '0.2'],0.17500000000000002,0.2,0.16,0.24,0.14,0.17,0.14
2018/09/21,['nan' '0.17' '0.18' '0.11' '0.26' '0.17' '0.2'],0.18166666666666667,0.2,0.17,0.26,0.11,0.18,0.17
2018/09/25,['nan' '0.17' '0.22' '0.13' '0.26' '0.16' '0.23'],0.19500000000000003,0.23,0.16,0.26,0.13,0.22,0.17
2018/09/26,['nan' '0.24' '0.24' '0.12' '0.27' '0.19' '0.23'],0.215,0.23,0.19,0.27,0.12,0.24,0.24
2018/09/27,['nan' '0.23' '0.24' '0.12' '0.3' '0.19' '0.24'],0.21999999999999997,0.24,0.19,0.3,0.12,0.24,0.23
2018/09/28,['nan' '0.23' '0.23' '0.12' '0.29' '0.18' '0.23'],0.21333333333333335,0.23,0.18,0.29,0.12,0.23,0.23
2018/10/01,['nan' '0.23' '0.24' '0.13' '0.27' '0.19' '0.27'],0.22166666666666668,0.27,0.19,0.27,0.13,0.24,0.23
2018/10/02,['nan' '0.23' '0.26' '0.15' '0.28' '0.2' '0.24'],0.22666666666666668,0.24,0.2,0.28,0.15,0.26,0.23
2018/10/03,['nan' '0.22' '0.26' '0.17' '0.3' '0.2' '0.25'],0.2333333333333333,0.25,0.2,0.3,0.17,0.26,0.22
2018/10/04,['nan' '0.28' '0.26' '0.17' '0.3' '0.2' '0.25'],0.24333333333333332,0.25,0.2,0.3,0.17,0.26,0.28
2018/10/05,['nan' '0.29' '0.26' '0.2' '0.29' '0.21' '0.26'],0.25166666666666665,0.26,0.21,0.29,0.2,0.26,0.29
2018/10/08,['nan' '0.3' '0.27' '0.23' '0.29' '0.21' '0.26'],0.26,0.26,0.21,0.29,0.23,0.27,0.3
2018/10/09,['nan' '0.3' '0.28' '0.21' '0.28' '0.22' '0.26'],0.25833333333333336,0.26,0.22,0.28,0.21,0.28,0.3
2018/10/11,['nan' '0.31' '0.28' '0.21' '0.29' '0.22' '0.28'],0.265,0.28,0.22,0.29,0.21,0.28,0.31
2018/10/12,['nan' '0.31' '0.28' '0.21' '0.3' '0.22' '0.29'],0.26833333333333337,0.29,0.22,0.3,0.21,0.28,0.31
2018/10/15,['nan' '0.31' '0.35' '0.23' '0.3' '0.22' '0.3'],0.285,0.3,0.22,0.3,0.23,0.35,0.31
2018/10/16,['nan' '0.33' '0.35' '0.23' '0.32' '0.24' '0.32'],0.29833333333333334,0.32,0.24,0.32,0.23,0.35,0.33
2018/10/17,['nan' '0.33' '0.35' '0.22' '0.32' '0.27' '0.31'],0.3,0.31,0.27,0.32,0.22,0.35,0.33
2018/10/18,['nan' '0.33' '0.37' '0.22' '0.33' '0.28' '0.34'],0.3116666666666667,0.34,0.28,0.33,0.22,0.37,0.33
2018/10/19,['nan' '0.35' '0.37' '0.22' '0.33' '0.29' '0.34'],0.3166666666666667,0.34,0.29,0.33,0.22,0.37,0.35
2018/10/22,['nan' '0.37' '0.35' '0.22' '0.31' '0.29' '0.34'],0.31333333333333335,0.34,0.29,0.31,0.22,0.35,0.37
2018/10/23,['nan' '0.37' '0.36' '0.25' '0.34' '0.29' '0.35'],0.32666666666666666,0.35,0.29,0.34,0.25,0.36,0.37
2018/10/24,['nan' '0.33' '0.36' '0.29' '0.34' '0.29' '0.35'],0.32666666666666666,0.35,0.29,0.34,0.29,0.36,0.33
2018/10/25,['nan' '0.33' '0.38' '0.32' '0.37' '0.31' '0.35'],0.3433333333333333,0.35,0.31,0.37,0.32,0.38,0.33
2018/10/26,['nan' '0.35' '0.38' '0.32' '0.37' '0.27' '0.35'],0.34,0.35,0.27,0.37,0.32,0.38,0.35
2018/10/29,['nan' '0.33' '0.38' '0.32' '0.38' '0.29' '0.35'],0.34166666666666673,0.35,0.29,0.38,0.32,0.38,0.33
2018/10/30,['nan' '0.33' '0.39' '0.32' '0.37' '0.31' '0.35'],0.34500000000000003,0.35,0.31,0.37,0.32,0.39,0.33
2018/10/31,['nan' '0.33' '0.4' '0.32' '0.4' '0.32' '0.34'],0.35166666666666674,0.34,0.32,0.4,0.32,0.4,0.33
2018/11/01,['nan' '0.32' '0.4' '0.32' '0.4' '0.32' '0.36'],0.35333333333333333,0.36,0.32,0.4,0.32,0.4,0.32
2018/11/02,['nan' '0.35' '0.41' '0.32' '0.42' '0.32' '0.36'],0.36333333333333334,0.36,0.32,0.42,0.32,0.41,0.35
2018/11/05,['nan' '0.36' '0.39' '0.33' '0.4' '0.31' '0.36'],0.35833333333333334,0.36,0.31,0.4,0.33,0.39,0.36
2018/11/06,['nan' '0.36' '0.4' '0.33' '0.4' '0.32' '0.34'],0.3583333333333334,0.34,0.32,0.4,0.33,0.4,0.36
2018/11/07,['nan' '0.36' '0.37' '0.33' '0.39' '0.32' '0.34'],0.35166666666666674,0.34,0.32,0.39,0.33,0.37,0.36
2018/11/08,['nan' '0.36' '0.37' '0.34' '0.39' '0.34' '0.34'],0.3566666666666667,0.34,0.34,0.39,0.34,0.37,0.36
2018/11/09,['nan' '0.35' '0.37' '0.34' '0.4' '0.34' '0.34'],0.3566666666666667,0.34,0.34,0.4,0.34,0.37,0.35
2018/11/12,['nan' '0.36' '0.37' '0.33' '0.41' '0.35' '0.34'],0.35999999999999993,0.34,0.35,0.41,0.33,0.37,0.36
2018/11/13,['nan' '0.38' '0.38' '0.31' '0.38' '0.34' '0.35'],0.3566666666666667,0.35,0.34,0.38,0.31,0.38,0.38
2018/11/14,['nan' '0.38' '0.37' '0.32' '0.38' '0.35' '0.35'],0.3583333333333334,0.35,0.35,0.38,0.32,0.37,0.38
2018/11/15,['nan' '0.39' '0.37' '0.31' '0.4' '0.34' '0.36'],0.36166666666666675,0.36,0.34,0.4,0.31,0.37,0.39
2018/11/16,['nan' '0.37' '0.38' '0.3' '0.4' '0.35' '0.36'],0.36000000000000004,0.36,0.35,0.4,0.3,0.38,0.37
2018/11/19,['nan' '0.36' '0.4' '0.31' '0.41' '0.37' '0.36'],0.36833333333333335,0.36,0.37,0.41,0.31,0.4,0.36
2018/11/20,['nan' '0.36' '0.41' '0.31' '0.42' '0.36' '0.35'],0.36833333333333335,0.35,0.36,0.42,0.31,0.41,0.36
2018/11/21,['nan' '0.36' '0.41' '0.31' '0.42' '0.35' '0.36'],0.36833333333333335,0.36,0.35,0.42,0.31,0.41,0.36
2018/11/22,['nan' '0.37' '0.41' '0.31' '0.41' '0.36' '0.35'],0.36833333333333335,0.35,0.36,0.41,0.31,0.41,0.37
2018/11/23,['nan' '0.39' '0.42' '0.27' '0.41' '0.37' '0.34'],0.36666666666666664,0.34,0.37,0.41,0.27,0.42,0.39
2018/11/26,['nan' '0.39' '0.42' '0.26' '0.38' '0.37' '0.35'],0.36166666666666675,0.35,0.37,0.38,0.26,0.42,0.39
2018/11/27,['nan' '0.39' '0.42' '0.27' '0.38' '0.37' '0.35'],0.36333333333333334,0.35,0.37,0.38,0.27,0.42,0.39
2018/11/28,['nan' '0.4' '0.42' '0.27' '0.39' '0.36' '0.36'],0.36666666666666664,0.36,0.36,0.39,0.27,0.42,0.4
2018/11/29,['nan' '0.41' '0.42' '0.28' '0.38' '0.35' '0.38'],0.36999999999999994,0.38,0.35,0.38,0.28,0.42,0.41
2018/11/30,['nan' '0.41' '0.42' '0.28' '0.4' '0.36' '0.38'],0.37499999999999994,0.38,0.36,0.4,0.28,0.42,0.41
2018/12/03,['nan' '0.03' '0.02' '0.03' '0.04' '0.08' '0.12'],0.05333333333333334,0.12,0.08,0.04,0.03,0.02,0.03
2018/12/04,['nan' '0.07' '0.02' '0.04' '0.06' '0.09' '0.18'],0.07666666666666667,0.18,0.09,0.06,0.04,0.02,0.07
2018/12/05,['nan' '0.04' '0.04' '0.09' '0.06' '0.11' '0.2'],0.09000000000000001,0.2,0.11,0.06,0.09,0.04,0.04
2018/12/06,['nan' '0.06' '0.07' '0.12' '0.04' '0.12' '0.2'],0.10166666666666667,0.2,0.12,0.04,0.12,0.07,0.06
2018/12/07,['nan' '0.06' '0.08' '0.14' '0.04' '0.13' '0.21'],0.11,0.21,0.13,0.04,0.14,0.08,0.06
